[2024-10-24 15:25:33] debug: 	zh:ember:ezsp: ===> [FRAME: ID=273:"IMPORT_TRANSIENT_KEY" Seq=51 Len=30]
[2024-10-24 15:28:31] debug: 	zh:ember:uart:ash: ---> [FRAME type=DATA frmTx=1 frmRx=5](ackRx=1)
[2024-10-24 15:28:31] debug: 	z2m: Received Zigbee message from 'Tuya_Vibe', type 'commandStatusChangeNotification', cluster 'ssIasZone', data '{"extendedstatus":0,"zonestatus":1025}' from endpoint 1 with groupID 0
[2024-10-24 15:28:31] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe', payload '{"battery":100,"battery_low":false,"linkquality":252,"sensitivity":0,"tamper":false,"vibration":true,"voltage":null}'
[2024-10-24 15:28:31] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/vibration', payload 'true'
[2024-10-24 15:28:31] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/tamper', payload 'false'
[2024-10-24 15:28:31] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/battery_low', payload 'false'
[2024-10-24 15:28:31] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/sensitivity', payload '0'
[2024-10-24 15:28:31] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/battery', payload '100'
[2024-10-24 15:28:31] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/linkquality', payload '252'
[2024-10-24 15:28:31] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/voltage', payload ''
[2024-10-24 15:28:31] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-24 15:28:31] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=2](ackRx=1 frmTx=2)
[2024-10-24 15:28:31] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=2 frmNum=5](frmRx=5) Added to rxQueue
[2024-10-24 15:28:31] debug: 	zh:ember:uart:ash: ---> [FRAME type=ACK frmRx=6](ackRx=2)
[2024-10-24 15:28:31] debug: 	zh:ember:ezsp: <=== [FRAME: ID=52:"SEND_UNICAST" Seq=57 Len=7]
[2024-10-24 15:28:31] debug: 	zh:ember:ezsp: ~~~> [SENT type=DIRECT apsSequence=130 messageTag=17 status=OK]
[2024-10-24 15:28:31] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-24 15:28:31] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=2](ackRx=2 frmTx=2)
[2024-10-24 15:28:31] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=2 frmNum=6](frmRx=6) Added to rxQueue
[2024-10-24 15:28:31] debug: 	zh:ember:uart:ash: ---> [FRAME type=ACK frmRx=7](ackRx=2)
[2024-10-24 15:28:31] debug: 	zh:ember:ezsp: <=== [CBFRAME: ID=63:"MESSAGE_SENT_HANDLER" Seq=57 Len=22]
[2024-10-24 15:28:31] debug: 	zh:ember:ezsp: ezspMessageSentHandler(): callback called with: [status=OK], [type=DIRECT], [indexOrDestination=8158], [apsFrame={"profileId":260,"clusterId":1280,"sourceEndpoint":1,"destinationEndpoint":1,"options":4352,"groupId":0,"sequence":130}], [messageTag=17]
[2024-10-24 15:28:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe', payload '{"battery":100,"battery_low":false,"linkquality":252,"sensitivity":0,"tamper":false,"vibration":false,"voltage":null}'
[2024-10-24 15:28:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/vibration', payload 'false'
[2024-10-24 15:28:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/tamper', payload 'false'
[2024-10-24 15:28:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/battery_low', payload 'false'
[2024-10-24 15:28:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/sensitivity', payload '0'
[2024-10-24 15:28:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/battery', payload '100'
[2024-10-24 15:28:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/linkquality', payload '252'
[2024-10-24 15:28:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/voltage', payload ''
[2024-10-24 15:28:50] debug: 	z2m: Saving state to file /app/data/state.json
[2024-10-24 15:28:50] debug: 	zh:ember:ezsp: ===> [FRAME: ID=101:"READ_AND_CLEAR_COUNTERS" Seq=58 Len=5]
[2024-10-24 15:28:50] debug: 	zh:ember:uart:ash: ---> [FRAME type=DATA frmTx=2 frmRx=7](ackRx=2)
[2024-10-24 15:28:50] debug: 	zh:controller:database: Writing database to '/app/data/database.db'
[2024-10-24 15:28:51] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-24 15:28:51] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=3](ackRx=2 frmTx=3)
[2024-10-24 15:28:51] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=3 frmNum=7](frmRx=7) Added to rxQueue
[2024-10-24 15:28:51] debug: 	zh:ember:uart:ash: ---> [FRAME type=ACK frmRx=0](ackRx=3)
[2024-10-24 15:28:51] debug: 	zh:ember:ezsp: <=== [FRAME: ID=101:"READ_AND_CLEAR_COUNTERS" Seq=58 Len=87]
[2024-10-24 15:28:51] info: 	zh:ember: [NCP COUNTERS] 968,674,152,27,0,0,37,37,72,26,0,16,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[2024-10-24 15:28:51] info: 	zh:ember: [ASH COUNTERS] 2768,453,133,320,0,0,0,0,6331,322,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[2024-10-24 15:28:53] debug: 	zh:ember:ezsp: ===> [FRAME: ID=273:"IMPORT_TRANSIENT_KEY" Seq=59 Len=30]
[2024-10-24 15:28:53] debug: 	zh:ember:uart:ash: ---> [FRAME type=DATA frmTx=3 frmRx=0](ackRx=3)
[2024-10-24 15:28:53] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-24 15:28:53] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=4](ackRx=3 frmTx=4)
[2024-10-24 15:28:53] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=4 frmNum=0](frmRx=0) Added to rxQueue
[2024-10-24 15:28:53] debug: 	zh:ember:uart:ash: ---> [FRAME type=ACK frmRx=1](ackRx=4)
[2024-10-24 15:28:53] debug: 	zh:ember:ezsp: <=== [FRAME: ID=273:"IMPORT_TRANSIENT_KEY" Seq=59 Len=9]
[2024-10-24 15:28:53] debug: 	zh:ember:ezsp: ===> [FRAME: ID=85:"SET_POLICY" Seq=60 Len=7]
[2024-10-24 15:28:53] debug: 	zh:ember:uart:ash: ---> [FRAME type=DATA frmTx=4 frmRx=1](ackRx=4)
[2024-10-24 15:28:53] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-24 15:28:53] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=5](ackRx=4 frmTx=5)
[2024-10-24 15:28:53] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=5 frmNum=1](frmRx=1) Added to rxQueue
[2024-10-24 15:28:53] debug: 	zh:ember:uart:ash: ---> [FRAME type=ACK frmRx=2](ackRx=5)
[2024-10-24 15:28:53] debug: 	zh:ember:ezsp: <=== [FRAME: ID=85:"SET_POLICY" Seq=60 Len=6]
[2024-10-24 15:28:53] debug: 	zh:ember: [EzspPolicyId] SET 'TRUST_CENTER_POLICY' TO '3' with status=OK.
[2024-10-24 15:28:53] debug: 	zh:ember:ezsp: ===> [FRAME: ID=34:"PERMIT_JOINING" Seq=61 Len=6]
[2024-10-24 15:28:53] debug: 	zh:ember:uart:ash: ---> [FRAME type=DATA frmTx=5 frmRx=2](ackRx=5)
[2024-10-24 15:28:53] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-24 15:28:53] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=6](ackRx=5 frmTx=6)
[2024-10-24 15:28:53] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=6 frmNum=2](frmRx=2) Added to rxQueue
[2024-10-24 15:28:53] debug: 	zh:ember:uart:ash: ---> [FRAME type=ACK frmRx=3](ackRx=6)
[2024-10-24 15:28:53] debug: 	zh:ember:ezsp: <=== [FRAME: ID=34:"PERMIT_JOINING" Seq=61 Len=6]
[2024-10-24 15:28:53] debug: 	zh:ember: Permit joining for 254 sec. status=0
[2024-10-24 15:28:53] debug: 	zh:ember: ~~~> [ZDO PERMIT_JOINING_REQUEST BROADCAST to=65532 messageTag=0 messageContents=00fe01]
[2024-10-24 15:28:53] debug: 	zh:ember:ezsp: ===> [FRAME: ID=54:"SEND_BROADCAST" Seq=62 Len=24]
[2024-10-24 15:28:53] debug: 	zh:ember:uart:ash: ---> [FRAME type=DATA frmTx=6 frmRx=3](ackRx=6)
[2024-10-24 15:28:53] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-24 15:28:53] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=7](ackRx=6 frmTx=7)
[2024-10-24 15:28:53] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=7 frmNum=3](frmRx=3) Added to rxQueue
[2024-10-24 15:28:53] debug: 	zh:ember:uart:ash: ---> [FRAME type=ACK frmRx=4](ackRx=7)
[2024-10-24 15:28:53] debug: 	zh:ember:ezsp: <=== [FRAME: ID=54:"SEND_BROADCAST" Seq=62 Len=7]
[2024-10-24 15:28:53] debug: 	zh:ember: ~~~> [SENT ZDO type=BROADCAST apsSequence=131 messageTag=0 status=OK
[2024-10-24 15:28:53] debug: 	zh:ember: ~~~> [ZCL BROADCAST apsFrame={"profileId":41440,"clusterId":33,"sourceEndpoint":242,"destinationEndpoint":242,"options":4416,"groupId":65533,"sequence":0} header={"frameControl":{"reservedBits":0,"frameType":1,"direction":1,"disableDefaultResponse":true,"manufacturerSpecific":false},"transactionSequenceNumber":75,"commandIdentifier":2}]
[2024-10-24 15:28:53] debug: 	zh:ember:ezsp: ===> [FRAME: ID=54:"SEND_BROADCAST" Seq=63 Len=27]
[2024-10-24 15:28:53] debug: 	zh:ember:uart:ash: ---> [FRAME type=DATA frmTx=7 frmRx=4](ackRx=7)
[2024-10-24 15:28:53] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-24 15:28:53] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=0](ackRx=7 frmTx=0)
[2024-10-24 15:28:53] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=0 frmNum=4](frmRx=4) Added to rxQueue
[2024-10-24 15:28:53] debug: 	zh:ember:uart:ash: ---> [FRAME type=ACK frmRx=5](ackRx=0)
[2024-10-24 15:28:53] debug: 	zh:ember:ezsp: <=== [FRAME: ID=54:"SEND_BROADCAST" Seq=63 Len=7]
[2024-10-24 15:28:53] debug: 	zh:ember:ezsp: ~~~> [SENT type=BROADCAST apsSequence=132 messageTag=18 status=OK]
[2024-10-24 15:28:53] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-24 15:28:53] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=0](ackRx=0 frmTx=0)
[2024-10-24 15:28:53] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=0 frmNum=5](frmRx=5) Added to rxQueue
[2024-10-24 15:28:53] debug: 	zh:ember:uart:ash: ---> [FRAME type=ACK frmRx=6](ackRx=0)
[2024-10-24 15:28:53] debug: 	zh:ember:ezsp: <=== [CBFRAME: ID=69:"INCOMING_MESSAGE_HANDLER" Seq=63 Len=30]
[2024-10-24 15:28:53] debug: 	zh:ember:ezsp: ezspIncomingMessageHandler(): callback called with: [type=BROADCAST_LOOPBACK], [apsFrame={"profileId":41440,"clusterId":33,"sourceEndpoint":242,"destinationEndpoint":242,"options":256,"groupId":0,"sequence":132}], [packetInfo:{"senderShortId":0,"senderLongId":"0xFFFFFFFFFFFFFFFF","bindingIndex":255,"addressIndex":255,"lastHopLqi":255,"lastHopRssi":0,"lastHopTimestamp":0}], [messageContents=194b020bfe00]
[2024-10-24 15:28:54] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-24 15:28:54] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=0](ackRx=0 frmTx=0)
[2024-10-24 15:28:54] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=0 frmNum=6](frmRx=6) Added to rxQueue
[2024-10-24 15:28:54] debug: 	zh:ember:uart:ash: ---> [FRAME type=ACK frmRx=7](ackRx=0)
[2024-10-24 15:28:54] debug: 	zh:ember:ezsp: <=== [CBFRAME: ID=63:"MESSAGE_SENT_HANDLER" Seq=63 Len=22]
[2024-10-24 15:28:54] debug: 	zh:ember:ezsp: ezspMessageSentHandler(): callback called with: [status=OK], [type=BROADCAST], [indexOrDestination=65532], [apsFrame={"profileId":0,"clusterId":54,"sourceEndpoint":0,"destinationEndpoint":0,"options":256,"groupId":0,"sequence":131}], [messageTag=0]
[2024-10-24 15:28:54] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-24 15:28:54] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=0](ackRx=0 frmTx=0)
[2024-10-24 15:28:54] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=0 frmNum=7](frmRx=7) Added to rxQueue
[2024-10-24 15:28:54] debug: 	zh:ember:uart:ash: ---> [FRAME type=ACK frmRx=0](ackRx=0)
[2024-10-24 15:28:54] debug: 	zh:ember:ezsp: <=== [CBFRAME: ID=63:"MESSAGE_SENT_HANDLER" Seq=63 Len=22]
[2024-10-24 15:28:54] debug: 	zh:ember:ezsp: ezspMessageSentHandler(): callback called with: [status=OK], [type=BROADCAST], [indexOrDestination=65533], [apsFrame={"profileId":41440,"clusterId":33,"sourceEndpoint":242,"destinationEndpoint":242,"options":256,"groupId":0,"sequence":132}], [messageTag=18]
[2024-10-24 15:30:24] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-24 15:30:24] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=0](ackRx=0 frmTx=0)
[2024-10-24 15:30:24] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=0 frmNum=0](frmRx=0) Added to rxQueue
[2024-10-24 15:30:24] debug: 	zh:ember:uart:ash: ---> [FRAME type=ACK frmRx=1](ackRx=0)
[2024-10-24 15:30:24] debug: 	zh:ember:ezsp: <=== [CBFRAME: ID=69:"INCOMING_MESSAGE_HANDLER" Seq=63 Len=33]
[2024-10-24 15:30:24] debug: 	zh:ember:ezsp: ezspIncomingMessageHandler(): callback called with: [type=UNICAST], [apsFrame={"profileId":260,"clusterId":1280,"sourceEndpoint":1,"destinationEndpoint":1,"options":256,"groupId":0,"sequence":10}], [packetInfo:{"senderShortId":8158,"senderLongId":"0xFFFFFFFFFFFFFFFF","bindingIndex":255,"addressIndex":255,"lastHopLqi":248,"lastHopRssi":-38,"lastHopTimestamp":0}], [messageContents=09d300010400170000]
[2024-10-24 15:30:24] debug: 	zh:controller: Received payload: clusterID=1280, address=8158, groupID=0, endpoint=1, destinationEndpoint=1, wasBroadcast=false, linkQuality=248, frame={"header":{"frameControl":{"frameType":1,"manufacturerSpecific":false,"direction":1,"disableDefaultResponse":false,"reservedBits":0},"transactionSequenceNumber":211,"commandIdentifier":0},"payload":{"zonestatus":1025,"extendedstatus":0},"command":{"ID":0,"parameters":[{"name":"zonestatus","type":33},{"name":"extendedstatus","type":32}],"name":"statusChangeNotification"}}
[2024-10-24 15:30:24] debug: 	zh:controller:endpoint: ZCL command 0xa4c138be4b4ccef8/1 ssIasZone.defaultRsp({"cmdId":0,"statusCode":0}, {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"transactionSequenceNumber":211,"writeUndiv":false})
[2024-10-24 15:30:24] debug: 	zh:ember: ~~~> [ZCL to=8158 apsFrame={"profileId":260,"clusterId":1280,"sourceEndpoint":1,"destinationEndpoint":1,"options":4352,"groupId":0,"sequence":0} header={"frameControl":{"reservedBits":0,"frameType":0,"direction":0,"disableDefaultResponse":true,"manufacturerSpecific":false},"transactionSequenceNumber":211,"commandIdentifier":11}]
[2024-10-24 15:30:24] debug: 	zh:ember:ezsp: ===> [FRAME: ID=52:"SEND_UNICAST" Seq=64 Len=26]
[2024-10-24 15:30:24] debug: 	zh:ember:uart:ash: ---> [FRAME type=DATA frmTx=0 frmRx=1](ackRx=0)
[2024-10-24 15:30:24] debug: 	z2m: Received Zigbee message from 'Tuya_Vibe', type 'commandStatusChangeNotification', cluster 'ssIasZone', data '{"extendedstatus":0,"zonestatus":1025}' from endpoint 1 with groupID 0
[2024-10-24 15:30:24] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe', payload '{"battery":100,"battery_low":false,"linkquality":248,"sensitivity":0,"tamper":false,"vibration":true,"voltage":null}'
[2024-10-24 15:30:24] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/vibration', payload 'true'
[2024-10-24 15:30:24] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/tamper', payload 'false'
[2024-10-24 15:30:24] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/battery_low', payload 'false'
[2024-10-24 15:30:24] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/sensitivity', payload '0'
[2024-10-24 15:30:24] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/battery', payload '100'
[2024-10-24 15:30:24] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/linkquality', payload '248'
[2024-10-24 15:30:24] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/voltage', payload ''
[2024-10-24 15:30:24] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-24 15:30:24] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=1](ackRx=0 frmTx=1)
[2024-10-24 15:30:24] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=1 frmNum=1](frmRx=1) Added to rxQueue
[2024-10-24 15:30:24] debug: 	zh:ember:uart:ash: ---> [FRAME type=ACK frmRx=2](ackRx=1)
[2024-10-24 15:30:24] debug: 	zh:ember:ezsp: <=== [FRAME: ID=52:"SEND_UNICAST" Seq=64 Len=7]
[2024-10-24 15:30:24] debug: 	zh:ember:ezsp: ~~~> [SENT type=DIRECT apsSequence=133 messageTag=19 status=OK]
[2024-10-24 15:30:24] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-24 15:30:24] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=1](ackRx=1 frmTx=1)
[2024-10-24 15:30:24] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=1 frmNum=2](frmRx=2) Added to rxQueue
[2024-10-24 15:30:24] debug: 	zh:ember:uart:ash: ---> [FRAME type=ACK frmRx=3](ackRx=1)
[2024-10-24 15:30:24] debug: 	zh:ember:ezsp: <=== [CBFRAME: ID=63:"MESSAGE_SENT_HANDLER" Seq=64 Len=22]
[2024-10-24 15:30:24] debug: 	zh:ember:ezsp: ezspMessageSentHandler(): callback called with: [status=OK], [type=DIRECT], [indexOrDestination=8158], [apsFrame={"profileId":260,"clusterId":1280,"sourceEndpoint":1,"destinationEndpoint":1,"options":4352,"groupId":0,"sequence":133}], [messageTag=19]
[2024-10-24 15:30:34] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe', payload '{"battery":100,"battery_low":false,"linkquality":248,"sensitivity":0,"tamper":false,"vibration":false,"voltage":null}'
[2024-10-24 15:30:34] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/vibration', payload 'false'
[2024-10-24 15:30:34] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/tamper', payload 'false'
[2024-10-24 15:30:34] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/battery_low', payload 'false'
[2024-10-24 15:30:34] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/sensitivity', payload '0'
[2024-10-24 15:30:34] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/battery', payload '100'
[2024-10-24 15:30:34] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/linkquality', payload '248'
[2024-10-24 15:30:34] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/voltage', payload ''
[2024-10-24 15:30:40] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-24 15:30:40] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=1](ackRx=1 frmTx=1)
[2024-10-24 15:30:40] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=1 frmNum=3](frmRx=3) Added to rxQueue
[2024-10-24 15:30:40] debug: 	zh:ember:uart:ash: ---> [FRAME type=ACK frmRx=4](ackRx=1)
[2024-10-24 15:30:40] debug: 	zh:ember:ezsp: <=== [CBFRAME: ID=69:"INCOMING_MESSAGE_HANDLER" Seq=64 Len=33]
[2024-10-24 15:30:40] debug: 	zh:ember:ezsp: ezspIncomingMessageHandler(): callback called with: [type=UNICAST], [apsFrame={"profileId":260,"clusterId":1280,"sourceEndpoint":1,"destinationEndpoint":1,"options":256,"groupId":0,"sequence":11}], [packetInfo:{"senderShortId":8158,"senderLongId":"0xFFFFFFFFFFFFFFFF","bindingIndex":255,"addressIndex":255,"lastHopLqi":220,"lastHopRssi":-45,"lastHopTimestamp":0}], [messageContents=09d400010400170000]
[2024-10-24 15:30:40] debug: 	zh:controller: Received payload: clusterID=1280, address=8158, groupID=0, endpoint=1, destinationEndpoint=1, wasBroadcast=false, linkQuality=220, frame={"header":{"frameControl":{"frameType":1,"manufacturerSpecific":false,"direction":1,"disableDefaultResponse":false,"reservedBits":0},"transactionSequenceNumber":212,"commandIdentifier":0},"payload":{"zonestatus":1025,"extendedstatus":0},"command":{"ID":0,"parameters":[{"name":"zonestatus","type":33},{"name":"extendedstatus","type":32}],"name":"statusChangeNotification"}}
[2024-10-24 15:30:40] debug: 	zh:controller:endpoint: ZCL command 0xa4c138be4b4ccef8/1 ssIasZone.defaultRsp({"cmdId":0,"statusCode":0}, {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"transactionSequenceNumber":212,"writeUndiv":false})
[2024-10-24 15:30:40] debug: 	zh:ember: ~~~> [ZCL to=8158 apsFrame={"profileId":260,"clusterId":1280,"sourceEndpoint":1,"destinationEndpoint":1,"options":4352,"groupId":0,"sequence":0} header={"frameControl":{"reservedBits":0,"frameType":0,"direction":0,"disableDefaultResponse":true,"manufacturerSpecific":false},"transactionSequenceNumber":212,"commandIdentifier":11}]
[2024-10-24 15:30:40] debug: 	zh:ember:ezsp: ===> [FRAME: ID=52:"SEND_UNICAST" Seq=65 Len=26]
[2024-10-24 15:30:40] debug: 	zh:ember:uart:ash: ---> [FRAME type=DATA frmTx=1 frmRx=4](ackRx=1)
[2024-10-24 15:30:40] debug: 	z2m: Received Zigbee message from 'Tuya_Vibe', type 'commandStatusChangeNotification', cluster 'ssIasZone', data '{"extendedstatus":0,"zonestatus":1025}' from endpoint 1 with groupID 0
[2024-10-24 15:30:40] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe', payload '{"battery":100,"battery_low":false,"linkquality":220,"sensitivity":0,"tamper":false,"vibration":true,"voltage":null}'
[2024-10-24 15:30:40] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/vibration', payload 'true'
[2024-10-24 15:30:40] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/tamper', payload 'false'
[2024-10-24 15:30:40] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/battery_low', payload 'false'
[2024-10-24 15:30:40] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/sensitivity', payload '0'
[2024-10-24 15:30:40] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/battery', payload '100'
[2024-10-24 15:30:40] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/linkquality', payload '220'
[2024-10-24 15:30:40] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/voltage', payload ''
[2024-10-24 15:30:40] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-24 15:30:40] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=2](ackRx=1 frmTx=2)
[2024-10-24 15:30:40] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=2 frmNum=4](frmRx=4) Added to rxQueue
[2024-10-24 15:30:40] debug: 	zh:ember:uart:ash: ---> [FRAME type=ACK frmRx=5](ackRx=2)
[2024-10-24 15:30:40] debug: 	zh:ember:ezsp: <=== [FRAME: ID=52:"SEND_UNICAST" Seq=65 Len=7]
[2024-10-24 15:30:40] debug: 	zh:ember:ezsp: ~~~> [SENT type=DIRECT apsSequence=134 messageTag=20 status=OK]
[2024-10-24 15:30:40] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-24 15:30:40] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=2](ackRx=2 frmTx=2)
[2024-10-24 15:30:40] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=2 frmNum=5](frmRx=5) Added to rxQueue
[2024-10-24 15:30:40] debug: 	zh:ember:uart:ash: ---> [FRAME type=ACK frmRx=6](ackRx=2)
[2024-10-24 15:30:40] debug: 	zh:ember:ezsp: <=== [CBFRAME: ID=63:"MESSAGE_SENT_HANDLER" Seq=65 Len=22]
[2024-10-24 15:30:40] debug: 	zh:ember:ezsp: ezspMessageSentHandler(): callback called with: [status=OK], [type=DIRECT], [indexOrDestination=8158], [apsFrame={"profileId":260,"clusterId":1280,"sourceEndpoint":1,"destinationEndpoint":1,"options":4352,"groupId":0,"sequence":134}], [messageTag=20]
[2024-10-24 15:30:50] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe', payload '{"battery":100,"battery_low":false,"linkquality":220,"sensitivity":0,"tamper":false,"vibration":false,"voltage":null}'
[2024-10-24 15:30:50] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/vibration', payload 'false'
[2024-10-24 15:30:50] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/tamper', payload 'false'
[2024-10-24 15:30:50] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Tuya_Vibe/battery_low', payload 'false'
